rebalance_date,next_date,nav_long,nav_bench,nav_excess,long_only_ret_net,benchmark_ret,excess_ret,turnover
2025-05-06,2025-06-06,1.4982265573931393,1.2108302856778046,1.2217770537331487,0.0006155484373661338,0.01342136700891871,-0.012805818571552576,0.7
2025-06-06,2025-07-07,1.5174828987493594,1.2501852286918536,1.1977695171665643,0.01285275665499183,0.032502443554274556,-0.019649686899282724,0.9
2025-07-07,2025-08-06,1.549529884741891,1.3162443233575332,1.1597751536650294,0.021118515417170927,0.05283944582740065,-0.03172093041022972,0.6
2025-08-06,2025-09-08,1.5008695677008346,1.412802891809729,1.0382742898973212,-0.031403277549023834,0.073359152809784,-0.10476243035880783,0.6
2025-09-08,2025-10-09,1.5249886442487668,1.4544416776128832,1.0243589245536504,0.016070068357025916,0.02947246643147589,-0.013402398074449973,0.5
2025-10-09,2025-11-06,1.5798863947799722,1.4366115417222693,1.0737923208291502,0.03599879299970056,-0.012259093069910972,0.04825788606961153,0.9
2025-11-06,2025-12-08,1.5436533922168874,1.394983210927894,1.080281053492261,-0.02293392909945969,-0.028976748122508958,0.006042819023049269,0.6
2025-12-08,2026-01-06,1.5210897778852799,1.4326623950096051,1.0353116387508632,-0.014617021181939735,0.02701049287657629,-0.04162751405851603,0.6
2026-01-06,2026-02-10,1.4687389167677654,1.4242813079462964,1.0057362305085706,-0.03441668064477846,-0.0058500084126606915,-0.028566672232117767,0.4
2026-02-10,2026-03-06,1.4555718515444356,1.4057020437062704,1.0098394142407043,-0.008964878014062759,-0.013044659180998387,0.004079781166935628,0.6
2026-03-06,2026-04-07,1.4343856880548205,1.3100731063310644,1.06383965950012,-0.014555216540588833,-0.06802930806237643,0.0534740915217876,0.4
2026-04-07,2026-05-06,1.4525234212191567,1.385557187255444,1.0159953092883776,0.01264494850679463,0.057618220357012764,-0.044973271850218134,0.7
2026-05-06,2026-06-08,1.4061023662698091,1.3195821449692746,1.031903104088387,-0.031958902879779184,-0.04761625351376146,0.015657350633982277,0.6
2026-06-08,2026-07-01,1.4515498750213551,1.337485143234698,1.0512558786843131,0.03232162169822097,0.013567172255002227,0.018754449443218742,0.8
